,SFC,OPERATION,Unique concatenate(DESCRIPTION),Unique concatenate(ITEM_GROUP),Unique count(DESCRIPTION),ITEM_NO,QTY,ROUTER,STEP_ID,RESRCE,WORK_CENTER,QTY_STARTED,QTY_COMPLETED,QTY_DONE,QTY_SCRAPPED,QTY_NON_CONFORMED,ELAPSED_TIME,ELAPSED_QUEUE_TIME,PREVIOUS_RESOURCE_BO,SFC_DONE,SHOP_ORDER_BO,DATE_TIME,ITEM_DESCRIPTION,ITEM_TYPE,OPERATION_DESCRIPTION,TYPE,SPECIAL_INSTRUCTION,RESOURCE_DESCRIPTION,SETUP_STATE,SETUP_DESCRIPTION,WORKCENTER_DESCRIPTION,WC_CATEGORY,WC_TYPE,SHOP_ORDER,QTY_ORDERED,QTY_RELEASED,QTY_DONE_SO,CUSTOMER,TRANSFER_SITE,PROCESSING_TIME_SECS,WAITING_TIME_SECS,DESCRIPTION,case:concept:name,concept:name,org:resource,time:timestamp
4,846132641,A012300,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,60,3631,A010206,1,1,0,0,0,7837,13976,"ResourceBO:0001,3630",False,"ShopOrderBO:0001,60840244",28-05-2020 10:29:24,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Falz auflegen,N,,Station 3.09 Falz auflegen,O,,Zähler verschließen,LEVEL1,ASSEMBLY,60840244,0,111,94,,,7.837,13.976,Monti2 Ve,A010206,A012300Falz auflegen,3631,28-05-2020 10:29:24
5,846132641,A012500,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,70,3760,A010206,1,1,0,0,0,13131,19290,"ResourceBO:0001,3631",False,"ShopOrderBO:0001,60840244",28-05-2020 10:29:44,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Zähler vorbördeln,N,,Station 3.11 Vorbördeln Nr. 2,O, ,Zähler verschließen,LEVEL1,ASSEMBLY,60840244,0,111,94,,,13.131,19.29,Monti2 Ve,A010206,A012500Zähler vorbördeln,3760,28-05-2020 10:29:44
6,846132641,A012600,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,80,3864,A010206,1,1,0,0,0,9669,3978,"ResourceBO:0001,3760",False,"ShopOrderBO:0001,60840244",28-05-2020 10:30:16,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Zähler fertigbördeln,N,,Station 3.11 Fertigbördeln Nr. 2,S, ,Zähler verschließen,LEVEL1,ASSEMBLY,60840244,0,111,94,,,9.669,3.978,Monti2 Ve,A010206,A012600Zähler fertigbördeln,3864,28-05-2020 10:30:16
7,846132641,A012800,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,90,3946,A010207,1,1,0,0,0,18855,32713,"ResourceBO:0001,3864",False,"ShopOrderBO:0001,60840244",28-05-2020 10:30:28,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Zähler dichtheitsprüfen,N,,Prüfkammer 12,O,,Monti 2 - Heliumprüfung,LEVEL1,ASSEMBLY,60840244,0,111,94,,,18.855,32.713,Monti2 Ve,A010207,A012800Zähler dichtheitsprüfen,3946,28-05-2020 10:30:28
8,846132641,A012850,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,100,3865,A010207,1,1,0,0,0,4,45109,"ResourceBO:0001,3946",False,"ShopOrderBO:0001,60840244",28-05-2020 10:31:18,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Etikett aufbringen (oben),N,,Station 5.07 Etikettierung Nr. 2,O,,Monti 2 - Heliumprüfung,LEVEL1,ASSEMBLY,60840244,0,111,94,,,0.004,45.109,Monti2 Ve,A010207,A012850Etikett aufbringen (oben),3865,28-05-2020 10:31:18
9,846132641,A012900,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,110,5200,A010208,1,1,0,0,0,44618,43348,"ResourceBO:0001,3865",False,"ShopOrderBO:0001,60840244",28-05-2020 10:32:03,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,ATEX-Prüfung,N,,Automatische ATEX-Prüfung Monti 2,S,,Atexprüfung,LEVEL1,ASSEMBLY,60840244,0,111,94,,,44.618,43.348,Monti2 Ve,A010208,A012900ATEX-Prüfung,5200,28-05-2020 10:32:03
10,846132641,A013500,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,120,7278,A0102,1,1,1,0,0,4,13888,"ResourceBO:0001,5200",True,"ShopOrderBO:0001,60840244",28-05-2020 10:33:30,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Zähler abstapeln,N,,0020 Station 5.04 Wagen 2 BWM ZONE,O,,Monti 2,LEVEL3,ASSEMBLY,60840244,0,111,94,,,0.004,13.888,Monti2 Ve,A0102,A013500Zähler abstapeln,7278,28-05-2020 10:33:30
0,846169021,A011350,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,10,4535,A010204,1,1,0,0,0,4048,1979,,False,"ShopOrderBO:0001,60840244",28-05-2020 10:25:03,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Ventil verschrauben,N,,Ventilmontage Gaszähler AP 4,S,,Ventilmontage,LEVEL1,ASSEMBLY,60840244,0,111,94,,,4.048,1.979,Monti2 Ve,A010204,A011350Ventil verschrauben,4535,28-05-2020 10:25:03
1,846169021,A011900,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,30,3862,A0102,1,1,0,0,0,3,211271,"ResourceBO:0001,4536",False,"ShopOrderBO:0001,60840244",28-05-2020 10:25:08,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Messwerk einsetzen,N,,Station 4.01.01 Ventilm. Handauflagepl.,O,,Monti 2,LEVEL3,ASSEMBLY,60840244,0,111,94,,,0.003,211.271,Monti2 Ve,A0102,A011900Messwerk einsetzen,3862,28-05-2020 10:25:08
2,846169021,A012000,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,40,3629,A010205,1,1,0,0,0,8719,92521,"ResourceBO:0001,3862",False,"ShopOrderBO:0001,60840244",28-05-2020 10:28:39,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Oberteil dosieren,N,,Station 3.07 Dosieren Oberteil,S,,Zähler montieren,LEVEL1,ASSEMBLY,60840244,0,111,94,,,8.719,92.521,Monti2 Ve,A010205,A012000Oberteil dosieren,3629,28-05-2020 10:28:39
3,846169021,A012200,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,50,3630,A010205,1,1,0,0,0,4209,3991,"ResourceBO:0001,3629",False,"ShopOrderBO:0001,60840244",28-05-2020 10:30:19,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Unterteil aufsetzen,N,,Station 3.08 Unterteil aufsetzen,O,,Zähler montieren,LEVEL1,ASSEMBLY,60840244,0,111,94,,,4.209,3.991,Monti2 Ve,A010205,A012200Unterteil aufsetzen,3630,28-05-2020 10:30:19
4,846169021,A012300,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,60,3631,A010206,1,1,0,0,0,7737,13986,"ResourceBO:0001,3630",False,"ShopOrderBO:0001,60840244",28-05-2020 10:30:26,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Falz auflegen,N,,Station 3.09 Falz auflegen,O,,Zähler verschließen,LEVEL1,ASSEMBLY,60840244,0,111,94,,,7.737,13.986,Monti2 Ve,A010206,A012300Falz auflegen,3631,28-05-2020 10:30:26
5,846169021,A012500,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,70,3760,A010206,1,1,0,0,0,13239,18732,"ResourceBO:0001,3631",False,"ShopOrderBO:0001,60840244",28-05-2020 10:30:46,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Zähler vorbördeln,N,,Station 3.11 Vorbördeln Nr. 2,O, ,Zähler verschließen,LEVEL1,ASSEMBLY,60840244,0,111,94,,,13.239,18.732,Monti2 Ve,A010206,A012500Zähler vorbördeln,3760,28-05-2020 10:30:46
6,846169021,A012600,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,80,3864,A010206,1,1,0,0,0,9724,4028,"ResourceBO:0001,3760",False,"ShopOrderBO:0001,60840244",28-05-2020 10:31:17,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Zähler fertigbördeln,N,,Station 3.11 Fertigbördeln Nr. 2,S, ,Zähler verschließen,LEVEL1,ASSEMBLY,60840244,0,111,94,,,9.724,4.028,Monti2 Ve,A010206,A012600Zähler fertigbördeln,3864,28-05-2020 10:31:17
7,846169021,A012800,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,90,3946,A010207,1,1,0,0,0,18478,32867,"ResourceBO:0001,3864",False,"ShopOrderBO:0001,60840244",28-05-2020 10:31:30,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Zähler dichtheitsprüfen,N,,Prüfkammer 12,O,,Monti 2 - Heliumprüfung,LEVEL1,ASSEMBLY,60840244,0,111,94,,,18.478,32.867,Monti2 Ve,A010207,A012800Zähler dichtheitsprüfen,3946,28-05-2020 10:31:30
8,846169021,A012850,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,100,3865,A010207,1,1,0,0,0,3,43987,"ResourceBO:0001,3946",False,"ShopOrderBO:0001,60840244",28-05-2020 10:32:20,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Etikett aufbringen (oben),N,,Station 5.07 Etikettierung Nr. 2,O,,Monti 2 - Heliumprüfung,LEVEL1,ASSEMBLY,60840244,0,111,94,,,0.003,43.987,Monti2 Ve,A010207,A012850Etikett aufbringen (oben),3865,28-05-2020 10:32:20
9,846169021,A012900,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,110,5200,A010208,1,1,0,0,0,44670,42669,"ResourceBO:0001,3865",False,"ShopOrderBO:0001,60840244",28-05-2020 10:33:03,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,ATEX-Prüfung,N,,Automatische ATEX-Prüfung Monti 2,S,,Atexprüfung,LEVEL1,ASSEMBLY,60840244,0,111,94,,,44.67,42.669,Monti2 Ve,A010208,A012900ATEX-Prüfung,5200,28-05-2020 10:33:03
10,846169021,A013500,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,120,7278,A0102,1,1,1,0,0,3,13795,"ResourceBO:0001,5200",True,"ShopOrderBO:0001,60840244",28-05-2020 10:34:29,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Zähler abstapeln,N,,0020 Station 5.04 Wagen 2 BWM ZONE,O,,Monti 2,LEVEL3,ASSEMBLY,60840244,0,111,94,,,0.003,13.795,Monti2 Ve,A0102,A013500Zähler abstapeln,7278,28-05-2020 10:34:29
0,846864398,A011350,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,10,4535,A010204,1,1,0,0,0,4027,2003,,False,"ShopOrderBO:0001,60840244",28-05-2020 10:27:03,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Ventil verschrauben,N,,Ventilmontage Gaszähler AP 4,S,,Ventilmontage,LEVEL1,ASSEMBLY,60840244,0,111,94,,,4.027,2.003,Monti2 Ve,A010204,A011350Ventil verschrauben,4535,28-05-2020 10:27:03
1,846864398,A011900,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,30,3862,A0102,1,1,0,0,0,3,210237,"ResourceBO:0001,4536",False,"ShopOrderBO:0001,60840244",28-05-2020 10:27:09,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Messwerk einsetzen,N,,Station 4.01.01 Ventilm. Handauflagepl.,O,,Monti 2,LEVEL3,ASSEMBLY,60840244,0,111,94,,,0.003,210.237,Monti2 Ve,A0102,A011900Messwerk einsetzen,3862,28-05-2020 10:27:09
2,846864398,A012000,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,40,3629,A010205,1,1,0,0,0,8879,91765,"ResourceBO:0001,3862",False,"ShopOrderBO:0001,60840244",28-05-2020 10:30:39,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Oberteil dosieren,N,,Station 3.07 Dosieren Oberteil,S,,Zähler montieren,LEVEL1,ASSEMBLY,60840244,0,111,94,,,8.879,91.765,Monti2 Ve,A010205,A012000Oberteil dosieren,3629,28-05-2020 10:30:39
3,846864398,A012200,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,50,3630,A010205,1,1,0,0,0,4081,4000,"ResourceBO:0001,3629",False,"ShopOrderBO:0001,60840244",28-05-2020 10:32:18,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Unterteil aufsetzen,N,,Station 3.08 Unterteil aufsetzen,O,,Zähler montieren,LEVEL1,ASSEMBLY,60840244,0,111,94,,,4.081,4.0,Monti2 Ve,A010205,A012200Unterteil aufsetzen,3630,28-05-2020 10:32:18
4,846864398,A012300,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,60,3631,A010206,1,1,0,0,0,7806,13982,"ResourceBO:0001,3630",False,"ShopOrderBO:0001,60840244",28-05-2020 10:32:26,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Falz auflegen,N,,Station 3.09 Falz auflegen,O,,Zähler verschließen,LEVEL1,ASSEMBLY,60840244,0,111,94,,,7.806,13.982,Monti2 Ve,A010206,A012300Falz auflegen,3631,28-05-2020 10:32:26
5,846864398,A012500,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,70,3760,A010206,1,1,0,0,0,13471,19291,"ResourceBO:0001,3631",False,"ShopOrderBO:0001,60840244",28-05-2020 10:32:46,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Zähler vorbördeln,N,,Station 3.11 Vorbördeln Nr. 2,O, ,Zähler verschließen,LEVEL1,ASSEMBLY,60840244,0,111,94,,,13.471,19.291,Monti2 Ve,A010206,A012500Zähler vorbördeln,3760,28-05-2020 10:32:46
6,846864398,A012600,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,80,3864,A010206,1,1,0,0,0,9896,4063,"ResourceBO:0001,3760",False,"ShopOrderBO:0001,60840244",28-05-2020 10:33:18,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Zähler fertigbördeln,N,,Station 3.11 Fertigbördeln Nr. 2,S, ,Zähler verschließen,LEVEL1,ASSEMBLY,60840244,0,111,94,,,9.896,4.063,Monti2 Ve,A010206,A012600Zähler fertigbördeln,3864,28-05-2020 10:33:18
7,846864398,A012800,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,90,3946,A010207,1,1,0,0,0,18966,32767,"ResourceBO:0001,3864",False,"ShopOrderBO:0001,60840244",28-05-2020 10:33:31,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Zähler dichtheitsprüfen,N,,Prüfkammer 12,O,,Monti 2 - Heliumprüfung,LEVEL1,ASSEMBLY,60840244,0,111,94,,,18.966,32.767,Monti2 Ve,A010207,A012800Zähler dichtheitsprüfen,3946,28-05-2020 10:33:31
8,846864398,A012850,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,100,3865,A010207,1,1,0,0,0,4,44568,"ResourceBO:0001,3946",False,"ShopOrderBO:0001,60840244",28-05-2020 10:34:21,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Etikett aufbringen (oben),N,,Station 5.07 Etikettierung Nr. 2,O,,Monti 2 - Heliumprüfung,LEVEL1,ASSEMBLY,60840244,0,111,94,,,0.004,44.568,Monti2 Ve,A010207,A012850Etikett aufbringen (oben),3865,28-05-2020 10:34:21
9,846864398,A012900,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,110,5200,A010208,1,1,0,0,0,44735,43272,"ResourceBO:0001,3865",False,"ShopOrderBO:0001,60840244",28-05-2020 10:35:05,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,ATEX-Prüfung,N,,Automatische ATEX-Prüfung Monti 2,S,,Atexprüfung,LEVEL1,ASSEMBLY,60840244,0,111,94,,,44.735,43.272,Monti2 Ve,A010208,A012900ATEX-Prüfung,5200,28-05-2020 10:35:05
10,846864398,A013500,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,120,7278,A0102,1,1,1,0,0,3,13982,"ResourceBO:0001,5200",True,"ShopOrderBO:0001,60840244",28-05-2020 10:36:32,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Zähler abstapeln,N,,0020 Station 5.04 Wagen 2 BWM ZONE,O,,Monti 2,LEVEL3,ASSEMBLY,60840244,0,111,94,,,0.003,13.982,Monti2 Ve,A0102,A013500Zähler abstapeln,7278,28-05-2020 10:36:32
0,846201739,A011350,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,10,4535,A010204,1,1,0,0,0,4060,1975,,False,"ShopOrderBO:0001,60840244",28-05-2020 10:30:03,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Ventil verschrauben,N,,Ventilmontage Gaszähler AP 4,S,,Ventilmontage,LEVEL1,ASSEMBLY,60840244,0,111,94,,,4.06,1.975,Monti2 Ve,A010204,A011350Ventil verschrauben,4535,28-05-2020 10:30:03
1,846201739,A011900,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,30,3862,A0102,1,1,0,0,0,4,209560,"ResourceBO:0001,4536",False,"ShopOrderBO:0001,60840244",28-05-2020 10:30:08,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Messwerk einsetzen,N,,Station 4.01.01 Ventilm. Handauflagepl.,O,,Monti 2,LEVEL3,ASSEMBLY,60840244,0,111,94,,,0.004,209.56,Monti2 Ve,A0102,A011900Messwerk einsetzen,3862,28-05-2020 10:30:08
2,846201739,A012000,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,40,3629,A010205,1,1,0,0,0,8943,91338,"ResourceBO:0001,3862",False,"ShopOrderBO:0001,60840244",28-05-2020 10:33:37,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Oberteil dosieren,N,,Station 3.07 Dosieren Oberteil,S,,Zähler montieren,LEVEL1,ASSEMBLY,60840244,0,111,94,,,8.943,91.338,Monti2 Ve,A010205,A012000Oberteil dosieren,3629,28-05-2020 10:33:37
3,846201739,A012200,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,50,3630,A010205,1,1,0,0,0,4187,4033,"ResourceBO:0001,3629",False,"ShopOrderBO:0001,60840244",28-05-2020 10:35:16,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Unterteil aufsetzen,N,,Station 3.08 Unterteil aufsetzen,O,,Zähler montieren,LEVEL1,ASSEMBLY,60840244,0,111,94,,,4.187,4.033,Monti2 Ve,A010205,A012200Unterteil aufsetzen,3630,28-05-2020 10:35:16
4,846201739,A012300,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,60,3631,A010206,1,1,0,0,0,7792,13880,"ResourceBO:0001,3630",False,"ShopOrderBO:0001,60840244",28-05-2020 10:35:24,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Falz auflegen,N,,Station 3.09 Falz auflegen,O,,Zähler verschließen,LEVEL1,ASSEMBLY,60840244,0,111,94,,,7.792,13.88,Monti2 Ve,A010206,A012300Falz auflegen,3631,28-05-2020 10:35:24
5,846201739,A012500,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,70,3760,A010206,1,1,0,0,0,13460,18997,"ResourceBO:0001,3631",False,"ShopOrderBO:0001,60840244",28-05-2020 10:35:44,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Zähler vorbördeln,N,,Station 3.11 Vorbördeln Nr. 2,O, ,Zähler verschließen,LEVEL1,ASSEMBLY,60840244,0,111,94,,,13.46,18.997,Monti2 Ve,A010206,A012500Zähler vorbördeln,3760,28-05-2020 10:35:44
6,846201739,A012600,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,80,3864,A010206,1,1,0,0,0,9767,3984,"ResourceBO:0001,3760",False,"ShopOrderBO:0001,60840244",28-05-2020 10:36:15,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Zähler fertigbördeln,N,,Station 3.11 Fertigbördeln Nr. 2,S, ,Zähler verschließen,LEVEL1,ASSEMBLY,60840244,0,111,94,,,9.767,3.984,Monti2 Ve,A010206,A012600Zähler fertigbördeln,3864,28-05-2020 10:36:15
7,846201739,A012800,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,90,3946,A010207,1,1,0,0,0,18670,632758,"ResourceBO:0001,3864",False,"ShopOrderBO:0001,60840244",28-05-2020 10:36:27,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Zähler dichtheitsprüfen,N,,Prüfkammer 12,O,,Monti 2 - Heliumprüfung,LEVEL1,ASSEMBLY,60840244,0,111,94,,,18.67,632.758,Monti2 Ve,A010207,A012800Zähler dichtheitsprüfen,3946,28-05-2020 10:36:27
8,846201739,A012850,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,100,3865,A010207,1,1,0,0,0,4,44607,"ResourceBO:0001,3946",False,"ShopOrderBO:0001,60840244",28-05-2020 10:47:17,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Etikett aufbringen (oben),N,,Station 5.07 Etikettierung Nr. 2,O,,Monti 2 - Heliumprüfung,LEVEL1,ASSEMBLY,60840244,0,111,94,,,0.004,44.607,Monti2 Ve,A010207,A012850Etikett aufbringen (oben),3865,28-05-2020 10:47:17
9,846201739,A012900,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,110,5200,A010208,1,1,0,0,0,44660,43681,"ResourceBO:0001,3865",False,"ShopOrderBO:0001,60840244",28-05-2020 10:48:01,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,ATEX-Prüfung,N,,Automatische ATEX-Prüfung Monti 2,S,,Atexprüfung,LEVEL1,ASSEMBLY,60840244,0,111,94,,,44.66,43.681,Monti2 Ve,A010208,A012900ATEX-Prüfung,5200,28-05-2020 10:48:01
10,846201739,A013500,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,120,7278,A0102,1,1,1,0,0,3,14154,"ResourceBO:0001,5200",True,"ShopOrderBO:0001,60840244",28-05-2020 10:49:28,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Zähler abstapeln,N,,0020 Station 5.04 Wagen 2 BWM ZONE,O,,Monti 2,LEVEL3,ASSEMBLY,60840244,0,111,94,,,0.003,14.154,Monti2 Ve,A0102,A013500Zähler abstapeln,7278,28-05-2020 10:49:28
0,846326326,A011350,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,10,4535,A010204,1,1,0,0,0,4045,2135,,False,"ShopOrderBO:0001,60840244",28-05-2020 12:16:26,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Ventil verschrauben,N,,Ventilmontage Gaszähler AP 4,S,,Ventilmontage,LEVEL1,ASSEMBLY,60840244,0,111,94,,,4.045,2.135,Monti2 Ve,A010204,A011350Ventil verschrauben,4535,28-05-2020 12:16:26
1,846326326,A011900,"ATEX-Zähler für Serienaufträge, Aufträge Monti2, Rüstintervall Stutzen 1BS746","A01PP000200, A01PP000100, A01PP000400",3,80001567,1,A01PDR0024,30,3862,A0102,1,1,0,0,0,3,222927,"ResourceBO:0001,4536",False,"ShopOrderBO:0001,60840244",28-05-2020 12:16:32,"BK V2 EI5 Ve A152,4 1''BS o.RS unr",M,Messwerk einsetzen,N,,Station 4.01.01 Ventilm. Handauflagepl.,O,,Monti 2,LEVEL3,ASSEMBLY,60840244,0,111,94,,,0.003,222.927,Monti2 Ve,A0102,A011900Messwerk einsetzen,3862,28-05-2020 12:16:32
